city,zone,vehicle_type,platform,season,month,avg_daily_orders,avg_daily_hours,effective_heat_days,effective_rain_days,effective_aqi_days,zone_flood_risk,zone_risk_score
Bengaluru,Koramangala,Two-Wheeler ICE,Swiggy,Monsoon,8,36,10,0.0,0.54,0.3,1.2,1.12
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,8,17,8,0.0,0.54,0.3,1.2,1.07
Mumbai,Parel,Two-Wheeler ICE,Zomato,Pre-monsoon,3,15,11,0.0,0.6,0.8,1.3,1.07
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Winter,1,20,13,0.0,0.6,1.8,1.45,1.19
Mumbai,Andheri,Bicycle,Zomato,Monsoon,9,34,11,0.0,7.2,0.4,1.3,1.36
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,36,9,12.6,0.3,10.0,1.4,1.5
Bengaluru,Sarjapur Road,Two-Wheeler EV,Both,Monsoon,7,38,9,0.0,0.54,0.3,1.45,1.22
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,12,39,6,1.4,0.075,45.0,1.5,1.5
Delhi,ITO,Two-Wheeler EV,Zomato,Monsoon,7,31,13,2.8,1.35,5.0,1.4,1.36
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Pre-monsoon,4,32,13,0.0,1.2,0.4,1.25,1.11
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Monsoon,6,24,13,12.6,0.9,5.0,1.5,1.5
Chennai,Anna Nagar,Two-Wheeler EV,Swiggy,Monsoon,9,18,13,0.2,2.4,0.8,1.05,1.04
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,11,18,12,0.0,3.0,1.8,1.3,1.16
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,24,9,0.0,0.6,0.8,1.1,0.97
Hyderabad,Begumpet,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,10,6,0.51,0.05,0.6,1.2,0.96
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,42,6,0.0,0.06,0.6,1.45,1.17
Delhi,Yamuna Floodplain,Two-Wheeler EV,Swiggy,Monsoon,8,27,10,1.4,1.35,5.0,1.5,1.32
Mumbai,Andheri,Two-Wheeler EV,Zomato,Monsoon,7,21,12,0.0,10.8,0.2,1.3,1.42
Chennai,Velachery,Two-Wheeler ICE,Zomato,Pre-monsoon,5,19,10,1.8,0.8,0.8,1.4,1.18
Mumbai,Andheri,Two-Wheeler EV,Swiggy,Monsoon,9,35,9,0.0,7.2,0.4,1.3,1.38
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Winter,2,34,9,0.0,0.03,2.4,1.45,1.22
Mumbai,Wadala,Two-Wheeler EV,Zomato,Post-monsoon,11,29,9,0.0,3.0,1.8,1.25,1.1
Hyderabad,Charminar,Two-Wheeler EV,Swiggy,Winter,1,32,6,0.17,0.05,1.35,1.35,1.14
Mumbai,Andheri,Bicycle,Zomato,Pre-monsoon,4,39,10,0.0,1.2,0.4,1.3,1.09
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,5,40,11,1.8,0.8,0.8,1.05,1.06
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Winter,12,13,12,0.0,0.6,1.8,1.3,1.06
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Monsoon,7,43,7,0.0,10.8,0.2,1.45,1.5
Chennai,Adyar,Two-Wheeler ICE,Zomato,Winter,2,37,8,0.2,0.2,3.2,1.4,1.22
Delhi,Lajpat Nagar,Two-Wheeler EV,Swiggy,Winter,2,22,8,1.4,0.075,40.0,1.1,1.33
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,8,34,8,0.2,3.6,0.4,1.38,1.33
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,26,7,0.6,0.2,1.6,1.35,1.11
Chennai,Velachery,Two-Wheeler ICE,Zomato,Winter,2,11,8,0.2,0.2,3.2,1.4,1.12
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Winter,1,27,11,1.4,0.075,45.0,1.05,1.34
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Winter,1,44,10,0.0,0.03,2.7,1.1,1.02
Chennai,Velachery,Two-Wheeler EV,Swiggy,Winter,12,40,13,0.2,0.2,3.6,1.4,1.2
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,44,7,7.0,0.15,10.0,1.35,1.45
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Monsoon,9,38,13,0.2,2.4,0.8,1.35,1.27
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,11,31,11,1.4,0.375,45.0,1.05,1.36
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Monsoon,9,13,9,0.0,0.36,0.6,1.5,1.17
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Post-monsoon,11,39,7,0.0,3.0,1.8,1.35,1.23
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Post-monsoon,11,32,7,0.0,3.0,1.8,1.3,1.21
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Pre-monsoon,4,31,7,0.0,0.06,0.6,1.1,0.97
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Post-monsoon,10,10,13,0.0,0.24,2.1,1.4,1.06
Mumbai,Parel,Two-Wheeler ICE,Both,Monsoon,9,39,10,0.0,7.2,0.4,1.3,1.41
Delhi,Saket,Two-Wheeler ICE,Zomato,Winter,1,28,8,1.4,0.075,45.0,1.05,1.34
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Post-monsoon,11,29,10,1.4,0.375,45.0,1.05,1.31
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Monsoon,6,16,11,1.8,2.4,0.4,1.4,1.29
Chennai,Velachery,Two-Wheeler ICE,Zomato,Post-monsoon,10,27,11,0.2,1.6,2.8,1.4,1.17
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Winter,1,24,7,0.2,0.2,3.6,1.38,1.17
Mumbai,Chembur,Bicycle,Zomato,Winter,2,13,9,0.0,0.6,1.6,1.45,1.08
Delhi,ITO,Two-Wheeler EV,Swiggy,Pre-monsoon,5,44,12,12.6,0.3,10.0,1.4,1.5
Mumbai,Parel,Two-Wheeler ICE,Zomato,Pre-monsoon,3,22,13,0.0,0.6,0.8,1.3,1.07
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Zomato,Pre-monsoon,4,22,6,0.0,0.06,0.6,1.45,1.12
Delhi,ITO,Two-Wheeler ICE,Zomato,Post-monsoon,11,33,9,1.4,0.375,45.0,1.4,1.5
Delhi,Saket,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,41,7,4.2,0.075,20.0,1.05,1.33
Mumbai,Chembur,Two-Wheeler EV,Both,Post-monsoon,10,38,10,0.0,4.8,1.4,1.45,1.31
Delhi,Saket,Two-Wheeler ICE,Zomato,Pre-monsoon,3,38,8,4.2,0.075,20.0,1.05,1.33
Mumbai,Parel,Two-Wheeler ICE,Both,Post-monsoon,10,20,6,0.0,4.8,1.4,1.3,1.21
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,9,30,11,1.4,0.9,10.0,1.5,1.39
Delhi,Saket,Two-Wheeler ICE,Zomato,Winter,2,33,11,1.4,0.075,40.0,1.05,1.39
Chennai,Adyar,Two-Wheeler ICE,Zomato,Post-monsoon,10,18,9,0.2,1.6,2.8,1.4,1.17
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,8,37,9,0.0,10.8,0.2,1.35,1.5
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,8,27,11,0.0,0.54,0.3,1.1,1.02
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,1,37,9,1.4,0.075,45.0,1.5,1.5
Delhi,ITO,Two-Wheeler ICE,Swiggy,Post-monsoon,10,41,6,1.4,0.6,35.0,1.4,1.5
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Winter,2,38,6,0.0,0.03,2.4,1.1,1.05
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,20,12,0.6,0.2,1.6,1.35,1.11
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,18,7,0.6,0.2,1.6,1.35,1.11
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,12,15,10,1.4,0.075,45.0,1.1,1.36
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Pre-monsoon,3,10,7,4.2,0.075,20.0,1.5,1.45
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Post-monsoon,11,36,12,0.0,3.0,1.8,1.35,1.23
Delhi,Connaught Place,Two-Wheeler EV,Swiggy,Winter,12,37,12,1.4,0.075,45.0,1.05,1.36
Hyderabad,Madhapur,Two-Wheeler ICE,Both,Pre-monsoon,3,38,7,0.51,0.05,0.6,1.3,1.11
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Pre-monsoon,4,24,6,1.0,0.4,0.8,1.38,1.1
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Pre-monsoon,5,16,7,1.53,0.2,0.3,1.35,1.12
Delhi,Lajpat Nagar,Two-Wheeler EV,Zomato,Pre-monsoon,5,17,11,12.6,0.3,10.0,1.1,1.34
Mumbai,Andheri,Two-Wheeler ICE,Swiggy,Monsoon,9,39,12,0.0,7.2,0.4,1.3,1.41
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Monsoon,6,35,8,0.0,7.2,0.2,1.35,1.43
Mumbai,Dharavi,Two-Wheeler EV,Zomato,Post-monsoon,10,13,8,0.0,4.8,1.4,1.35,1.16
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,21,13,0.51,0.05,0.6,1.35,1.09
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Post-monsoon,10,33,13,0.2,1.6,2.8,1.38,1.21
Bengaluru,Whitefield,Two-Wheeler EV,Zomato,Post-monsoon,11,17,6,0.0,0.15,2.7,1.4,1.09
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,1,15,6,0.0,0.6,1.8,1.1,1.01
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,11,19,7,0.0,3.0,1.8,1.1,1.06
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Monsoon,7,24,12,2.8,1.35,5.0,1.1,1.19
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Winter,2,26,7,0.2,0.2,3.2,1.4,1.17
Chennai,Velachery,Two-Wheeler ICE,Swiggy,Monsoon,6,29,9,1.8,2.4,0.4,1.4,1.29
Hyderabad,Begumpet,Two-Wheeler EV,Both,Monsoon,6,21,11,1.53,0.6,0.15,1.2,1.09
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,9,40,6,0.0,7.2,0.4,1.35,1.43
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,30,7,4.2,0.075,20.0,1.1,1.3
Mumbai,Chembur,Two-Wheeler EV,Zomato,Post-monsoon,11,18,8,0.0,3.0,1.8,1.45,1.2
Chennai,Adyar,Bicycle,Zomato,Monsoon,7,19,7,0.4,3.6,0.4,1.4,1.24
Delhi,Azad Market,Two-Wheeler ICE,Zomato,Winter,12,34,11,1.4,0.075,45.0,1.35,1.5
Mumbai,Dharavi,Bicycle,Swiggy,Post-monsoon,11,15,8,0.0,3.0,1.8,1.35,1.13
Delhi,ITO,Two-Wheeler ICE,Zomato,Winter,12,14,6,1.4,0.075,45.0,1.4,1.46
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,17,12,0.0,0.06,0.6,1.45,1.12
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Post-monsoon,11,35,13,0.2,1.0,3.6,1.38,1.2
Hyderabad,Charminar,Two-Wheeler ICE,Zomato,Monsoon,8,38,6,0.17,0.9,0.15,1.35,1.21
Hyderabad,Falaknuma,Two-Wheeler ICE,Swiggy,Winter,12,31,9,0.17,0.05,1.35,1.35,1.17
Hyderabad,Falaknuma,Two-Wheeler ICE,Both,Monsoon,7,22,8,0.34,0.9,0.15,1.35,1.17
Mumbai,Kurla,Two-Wheeler EV,Zomato,Pre-monsoon,5,33,12,0.0,2.4,0.4,1.35,1.17
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Monsoon,8,22,7,0.2,3.6,0.4,1.38,1.28
Chennai,Adyar,Two-Wheeler EV,Swiggy,Pre-monsoon,3,11,7,0.6,0.2,1.6,1.4,1.05
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,9,16,10,1.4,0.9,10.0,1.4,1.34
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Winter,12,28,11,0.0,0.6,1.8,1.35,1.14
Delhi,ITO,Two-Wheeler ICE,Zomato,Pre-monsoon,5,17,10,12.6,0.3,10.0,1.4,1.5
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,12,31,11,1.4,0.075,45.0,1.05,1.39
Chennai,Sholinganallur,Two-Wheeler ICE,Swiggy,Post-monsoon,10,24,7,0.2,1.6,2.8,1.35,1.15
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,2,15,6,0.0,0.6,1.6,1.1,1.01
Delhi,Saket,Bicycle,Zomato,Post-monsoon,10,37,10,1.4,0.6,35.0,1.05,1.32
Delhi,Lajpat Nagar,Bicycle,Zomato,Monsoon,7,31,9,2.8,1.35,5.0,1.1,1.19
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Post-monsoon,11,29,10,0.0,0.15,2.7,1.2,1.02
Mumbai,Andheri,Two-Wheeler ICE,Zomato,Post-monsoon,11,14,6,0.0,3.0,1.8,1.3,1.11
Mumbai,Kurla,Bicycle,Zomato,Winter,2,20,13,0.0,0.6,1.6,1.35,1.08
Chennai,Perungudi,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,13,12,1.8,0.8,0.8,1.38,1.12
Mumbai,Kurla,Two-Wheeler ICE,Swiggy,Monsoon,6,27,12,0.0,7.2,0.2,1.35,1.38
Bengaluru,Indiranagar,Two-Wheeler EV,Swiggy,Post-monsoon,10,22,11,0.0,0.24,2.1,1.1,0.93
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,32,8,0.0,0.24,2.1,1.1,1.01
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Winter,2,43,9,1.4,0.075,40.0,1.1,1.41
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Monsoon,6,38,8,0.0,0.36,0.3,1.5,1.24
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,10,43,9,1.4,0.6,35.0,1.1,1.39
Hyderabad,Madhapur,Two-Wheeler ICE,Zomato,Monsoon,6,11,7,1.53,0.6,0.15,1.3,1.12
Bengaluru,Sarjapur Road,Two-Wheeler EV,Zomato,Post-monsoon,10,13,10,0.0,0.24,2.1,1.45,1.06
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,37,8,7.0,0.15,10.0,1.1,1.32
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Monsoon,8,11,10,0.0,0.54,0.3,1.5,1.17
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Pre-monsoon,4,17,12,7.0,0.15,10.0,1.35,1.4
Delhi,Saket,Two-Wheeler ICE,Zomato,Post-monsoon,10,28,11,1.4,0.6,35.0,1.05,1.32
Mumbai,Bandra,Two-Wheeler ICE,Both,Post-monsoon,10,11,12,0.0,4.8,1.4,1.1,1.06
Delhi,Saket,Two-Wheeler EV,Zomato,Monsoon,8,20,10,1.4,1.35,5.0,1.05,1.09
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Post-monsoon,10,29,9,1.4,0.6,35.0,1.35,1.47
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Winter,2,28,11,0.0,0.03,2.4,1.4,1.15
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Monsoon,7,18,9,0.0,0.54,0.3,1.2,1.07
Mumbai,Dharavi,Two-Wheeler EV,Swiggy,Pre-monsoon,5,10,8,0.0,2.4,0.4,1.35,1.07
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Post-monsoon,10,15,12,0.0,0.24,2.1,1.4,1.11
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Post-monsoon,11,31,10,1.4,0.375,45.0,1.5,1.5
Hyderabad,Banjara Hills,Bicycle,Zomato,Post-monsoon,11,30,9,0.17,0.25,1.35,1.05,0.88
Bengaluru,Whitefield,Two-Wheeler ICE,Swiggy,Monsoon,6,44,12,0.0,0.36,0.3,1.4,1.22
Bengaluru,Sarjapur Road,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,28,9,0.0,0.03,1.2,1.45,1.13
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,9,35,6,0.0,0.36,0.6,1.1,1.07
Delhi,Azad Market,Bicycle,Zomato,Monsoon,9,19,7,1.4,0.9,10.0,1.35,1.27
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,11,15,10,1.4,0.375,45.0,1.05,1.31
Hyderabad,Begumpet,Two-Wheeler ICE,Both,Pre-monsoon,5,10,8,1.53,0.2,0.3,1.2,1.0
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,38,6,0.0,2.4,0.4,1.45,1.25
Mumbai,Chembur,Bicycle,Zomato,Monsoon,8,10,11,0.0,10.8,0.2,1.45,1.43
Bengaluru,Mahadevapura,Two-Wheeler ICE,Swiggy,Winter,2,20,10,0.0,0.03,2.4,1.5,1.2
Chennai,Perungudi,Two-Wheeler EV,Both,Post-monsoon,10,10,8,0.2,1.6,2.8,1.38,1.08
Mumbai,Kurla,Bicycle,Zomato,Winter,1,33,8,0.0,0.6,1.8,1.35,1.14
Delhi,Azad Market,Two-Wheeler EV,Zomato,Post-monsoon,11,34,13,1.4,0.375,45.0,1.35,1.48
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Monsoon,8,27,13,1.4,1.35,5.0,1.05,1.12
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Post-monsoon,10,16,8,1.4,0.6,35.0,1.35,1.47
Delhi,ITO,Two-Wheeler ICE,Swiggy,Monsoon,7,37,12,2.8,1.35,5.0,1.4,1.39
Delhi,Azad Market,Two-Wheeler EV,Zomato,Monsoon,9,12,8,1.4,0.9,10.0,1.35,1.24
Mumbai,Kurla,Two-Wheeler ICE,Zomato,Monsoon,9,27,9,0.0,7.2,0.4,1.35,1.38
Mumbai,Andheri,Bicycle,Swiggy,Pre-monsoon,3,35,12,0.0,0.6,0.8,1.3,1.07
Mumbai,Chembur,Two-Wheeler ICE,Swiggy,Winter,1,39,7,0.0,0.6,1.8,1.45,1.24
Delhi,ITO,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,30,11,4.2,0.075,20.0,1.4,1.45
Hyderabad,HITEC City,Two-Wheeler ICE,Swiggy,Post-monsoon,11,21,9,0.17,0.25,1.35,1.25,1.03
Hyderabad,Banjara Hills,Two-Wheeler ICE,Zomato,Post-monsoon,11,16,6,0.17,0.25,1.35,1.05,0.93
Delhi,ITO,Two-Wheeler EV,Zomato,Post-monsoon,11,41,10,1.4,0.375,45.0,1.4,1.5
Bengaluru,Mahadevapura,Two-Wheeler EV,Zomato,Pre-monsoon,3,38,8,0.0,0.03,1.2,1.5,1.18
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Winter,2,31,9,0.0,0.03,2.4,1.2,1.1
Mumbai,Dharavi,Two-Wheeler ICE,Swiggy,Post-monsoon,10,24,10,0.0,4.8,1.4,1.35,1.24
Mumbai,Chembur,Two-Wheeler ICE,Zomato,Post-monsoon,11,31,13,0.0,3.0,1.8,1.45,1.28
Bengaluru,Mahadevapura,Two-Wheeler EV,Both,Monsoon,8,13,13,0.0,0.54,0.3,1.5,1.14
Delhi,Lajpat Nagar,Two-Wheeler ICE,Both,Winter,2,35,6,1.4,0.075,40.0,1.1,1.41
Mumbai,Wadala,Two-Wheeler ICE,Both,Pre-monsoon,3,31,6,0.0,0.6,0.8,1.25,1.1
Mumbai,Andheri,Bicycle,Zomato,Winter,12,16,13,0.0,0.6,1.8,1.3,1.06
Chennai,Pallikaranai,Bicycle,Swiggy,Winter,12,24,7,0.2,0.2,3.6,1.45,1.15
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Winter,2,44,12,0.0,0.03,2.4,1.45,1.22
Bengaluru,Koramangala,Two-Wheeler ICE,Zomato,Pre-monsoon,5,13,6,0.0,0.12,0.6,1.2,0.95
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Post-monsoon,11,43,11,1.4,0.375,45.0,1.5,1.5
Chennai,Sholinganallur,Two-Wheeler ICE,Zomato,Post-monsoon,10,44,13,0.2,1.6,2.8,1.35,1.2
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Both,Post-monsoon,10,38,9,1.4,0.6,35.0,1.5,1.5
Hyderabad,Falaknuma,Two-Wheeler ICE,Zomato,Post-monsoon,11,13,10,0.17,0.25,1.35,1.35,1.03
Chennai,Anna Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,4,38,8,1.0,0.4,0.8,1.05,1.02
Delhi,Azad Market,Two-Wheeler EV,Swiggy,Winter,12,21,9,1.4,0.075,45.0,1.35,1.46
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Monsoon,8,15,11,0.0,0.54,0.3,1.2,1.07
Delhi,Azad Market,Bicycle,Swiggy,Pre-monsoon,3,32,8,4.2,0.075,20.0,1.35,1.43
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Post-monsoon,11,41,8,1.4,0.375,45.0,1.05,1.36
Bengaluru,Bellandur,Two-Wheeler EV,Zomato,Post-monsoon,10,40,9,0.0,0.24,2.1,1.45,1.16
Bengaluru,Whitefield,Two-Wheeler ICE,Zomato,Winter,12,27,11,0.0,0.03,2.7,1.4,1.15
Hyderabad,Madhapur,Two-Wheeler EV,Zomato,Pre-monsoon,4,30,13,0.85,0.1,0.3,1.3,1.04
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Pre-monsoon,3,34,12,4.2,0.075,20.0,1.1,1.35
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,36,10,4.2,0.075,20.0,1.5,1.5
Mumbai,Andheri,Two-Wheeler EV,Zomato,Post-monsoon,10,41,9,0.0,4.8,1.4,1.3,1.23
Chennai,Perungudi,Two-Wheeler ICE,Zomato,Winter,2,29,8,0.2,0.2,3.2,1.38,1.16
Bengaluru,Mahadevapura,Two-Wheeler ICE,Zomato,Post-monsoon,11,18,7,0.0,0.15,2.7,1.5,1.17
Bengaluru,Indiranagar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,25,6,0.0,0.15,2.7,1.1,0.97
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,44,8,4.2,0.075,20.0,1.1,1.35
Delhi,Saket,Two-Wheeler EV,Zomato,Post-monsoon,10,15,12,1.4,0.6,35.0,1.05,1.29
Delhi,Lajpat Nagar,Two-Wheeler ICE,Swiggy,Post-monsoon,11,43,13,1.4,0.375,45.0,1.1,1.39
Hyderabad,Falaknuma,Two-Wheeler EV,Swiggy,Monsoon,7,21,13,0.34,0.9,0.15,1.35,1.14
Delhi,Saket,Two-Wheeler ICE,Swiggy,Winter,12,12,9,1.4,0.075,45.0,1.05,1.29
Mumbai,Wadala,Two-Wheeler ICE,Swiggy,Monsoon,6,34,7,0.0,7.2,0.2,1.25,1.38
Mumbai,Bandra,Two-Wheeler ICE,Swiggy,Post-monsoon,11,17,8,0.0,3.0,1.8,1.1,1.06
Delhi,Saket,Bicycle,Both,Post-monsoon,11,35,10,1.4,0.375,45.0,1.05,1.31
Chennai,Adyar,Two-Wheeler ICE,Both,Monsoon,9,44,9,0.2,2.4,0.8,1.4,1.3
Delhi,Lajpat Nagar,Two-Wheeler ICE,Zomato,Winter,12,20,8,1.4,0.075,45.0,1.1,1.36
Mumbai,Andheri,Bicycle,Zomato,Monsoon,7,12,6,0.0,10.8,0.2,1.3,1.35
Chennai,Velachery,Two-Wheeler ICE,Both,Monsoon,9,32,10,0.2,2.4,0.8,1.4,1.3
Bengaluru,Sarjapur Road,Bicycle,Zomato,Post-monsoon,11,25,13,0.0,0.15,2.7,1.45,1.09
Chennai,Perungudi,Two-Wheeler EV,Swiggy,Monsoon,6,35,12,1.8,2.4,0.4,1.38,1.3
Bengaluru,Bellandur,Two-Wheeler ICE,Zomato,Winter,2,22,7,0.0,0.03,2.4,1.45,1.17
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Swiggy,Monsoon,7,11,7,2.8,1.35,5.0,1.5,1.34
Bengaluru,Indiranagar,Two-Wheeler ICE,Zomato,Monsoon,6,26,11,0.0,0.36,0.3,1.1,1.02
Delhi,Connaught Place,Two-Wheeler ICE,Swiggy,Winter,1,34,13,1.4,0.075,45.0,1.05,1.39
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Monsoon,9,10,13,0.0,7.2,0.4,1.1,1.21
Delhi,Saket,Bicycle,Zomato,Monsoon,6,11,10,12.6,0.9,5.0,1.05,1.26
Mumbai,Dharavi,Two-Wheeler ICE,Zomato,Monsoon,7,44,6,0.0,10.8,0.2,1.35,1.5
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Post-monsoon,11,18,11,0.0,0.15,2.7,1.45,1.14
Chennai,Adyar,Two-Wheeler EV,Zomato,Winter,1,28,12,0.2,0.2,3.6,1.4,1.15
Delhi,Connaught Place,Bicycle,Zomato,Winter,2,44,11,1.4,0.075,40.0,1.05,1.34
Delhi,Saket,Two-Wheeler ICE,Swiggy,Post-monsoon,10,16,7,1.4,0.6,35.0,1.05,1.32
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Winter,12,25,11,0.0,0.6,1.8,1.25,1.09
Mumbai,Parel,Two-Wheeler EV,Zomato,Pre-monsoon,5,34,8,0.0,2.4,0.4,1.3,1.15
Bengaluru,Bellandur,Two-Wheeler ICE,Swiggy,Winter,12,22,13,0.0,0.03,2.7,1.45,1.18
Delhi,Connaught Place,Two-Wheeler ICE,Zomato,Pre-monsoon,3,16,10,4.2,0.075,20.0,1.05,1.28
Mumbai,Bandra,Two-Wheeler ICE,Zomato,Winter,2,27,6,0.0,0.6,1.6,1.1,1.01
Hyderabad,Charminar,Two-Wheeler ICE,Swiggy,Pre-monsoon,3,43,13,0.51,0.05,0.6,1.35,1.14
Delhi,Yamuna Floodplain,Two-Wheeler ICE,Zomato,Winter,2,12,13,1.4,0.075,40.0,1.5,1.5
Chennai,Velachery,Two-Wheeler ICE,Both,Pre-monsoon,5,12,13,1.8,0.8,0.8,1.4,1.13
Bengaluru,Koramangala,Two-Wheeler ICE,Both,Winter,2,33,6,0.0,0.03,2.4,1.2,1.1
Mumbai,Parel,Two-Wheeler ICE,Swiggy,Pre-monsoon,5,11,11,0.0,2.4,0.4,1.3,1.08
Hyderabad,HITEC City,Two-Wheeler ICE,Both,Pre-monsoon,5,16,7,1.53,0.2,0.3,1.25,1.07
Mumbai,Wadala,Two-Wheeler ICE,Zomato,Monsoon,7,30,10,0.0,10.8,0.2,1.25,1.43
Delhi,Azad Market,Two-Wheeler ICE,Swiggy,Post-monsoon,11,29,8,1.4,0.375,45.0,1.35,1.46
